overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime
5,TRUE,"04 19, 2017",A2IAB9QOQH3IA6,B0092UF54A,Amazon Customer,Love them,Five Stars,1492560000
5,FALSE,"04 18, 2017",A3S1CGGMXE41RR,B0092UF54A,AA - Amazon Addicted!!,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,1492473600
5,TRUE,"04 17, 2017",A3B4FM5VE99X4P,B0092UF54A,Candace,Fast shipping and turned out as expected. Couldn't be happier.,Great shoes,1492387200
5,TRUE,"04 15, 2017",AKJVCU7H1KDWI,B0092UF54A,madison,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,Love these shoes,1492214400
5,TRUE,"04 14, 2017",AFD4WKNPLPS3I,B0092UF54A,Amazon Customer,Love these shoes for circuit training.,Five Stars,1492128000
4,TRUE,"04 11, 2017",A36GUL3Z65YSIP,B0092UF54A,J. washington,Super comfortable. I joined Cross Fit and this is the perfect shoe.,Super comfortable. I joined Cross Fit and this is ...,1491868800
5,TRUE,"04 11, 2017",AT72GRKOXVE25,B0092UF54A,Cristian Sosa,just do it :),Five Stars,1491868800
5,TRUE,"04 10, 2017",A2AEJ9NTLWD61V,B0092UF54A,Karen Mary Rowe,"Love these, comfortable, light weight, great fit.",Sooo comfortable,1491782400
5,TRUE,"04 10, 2017",AWEIW3G1E0MKO,B0092UF54A,Janie M,I love this show.,So happy.,1491782400
4,TRUE,"04 10, 2017",A2IFCGU2IQ6KAV,B0092UF54A,JCSurf,"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.",the shoe is nice and provides well for my HIIT and Grit classes ...,1491782400
5,TRUE,"04 8, 2017",A2AGT9INDKDK6B,B0092UF54A,Amazon Customer,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.,"Look amazing, runs slightly big.",1491609600
4,TRUE,"04 5, 2017",A2Q6OH5LUQXPFV,B0092UF54A,Amazon Customer,Very comfortable.,Four Stars,1491350400
5,TRUE,"04 5, 2017",ADLAYE3PNYFJM,B0092UF54A,Rosi B.,Very nice shoes.  Comfortable.,Five Stars,1491350400
5,TRUE,"04 4, 2017",AZ7LUSY20ZFSC,B0092UF54A,Maria Morales,Very comfortable. I love wearing them.,Five Stars,1491264000
5,TRUE,"04 2, 2017",A1L7TD1CZQDK6R,B0092UF54A,corinnehoffman,Great fit so comfortable love them!!!!!,Five Stars,1491091200
4,TRUE,"03 30, 2017",A3T1O294HJJTUH,B0092UF54A,SmartMonkey,A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them.,Decent little shoe for the price.,1490832000
5,TRUE,"03 29, 2017",A3EOYFVP68048C,B0092UF54A,Judy,I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well.,Attractive and fit well,1490745600
2,TRUE,"03 26, 2017",A2JX7ESVMGXMJY,B0092UF54A,Marlex,Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8.,Runs large,1490486400
1,TRUE,"03 25, 2017",A2K5ZBX75J80TX,B0092UF54A,Marjorie A. Dunbar,Ordered 9(m) received 9 Wide for the second time. Returned them for the second time.,One Star,1490400000
5,TRUE,"03 24, 2017",AY9TXNLYCD9L5,B0092UF54A,Amazon Customer,Nice shoes,Five Stars,1490313600
5,TRUE,"03 24, 2017",A9MOCNHJD03PI,B0092UF54A,Anna Smith,"This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!",I love the fit and they provide support for walking,1490313600
5,TRUE,"03 23, 2017",AEUUYBIO73RLA,B0092UF54A,L. Jones,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.",Good Shoes!,1490227200
5,TRUE,"03 21, 2017",A3A2DRPMDCRFBC,B0092UF54A,Michael Carpenter,Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,Great shoes,1490054400
4,TRUE,"03 20, 2017",A140XVPLRQYKYY,B0092UF54A,Deambrea,Serves intended purpose,Good shoe,1489968000
5,TRUE,"03 18, 2017",A2KMWD77XBGZ8K,B0092UF54A,Bonnie White,They are super comfortable. Loving them.,Five Stars,1489795200
5,TRUE,"03 18, 2017",A25SOIZ0IZE1YY,B0092UF54A,vp22,I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe.,Love These Shoes!,1489795200
3,TRUE,"03 17, 2017",A1ZR8LQHUOUFJP,B0092UF54A,Kindle Customer,"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.",Not my favorites...,1489708800
4,TRUE,"03 15, 2017",A2AAABWQUYH26V,B0092UF54A,Beth C,"Perfect for the gym, could use a little more support in the toe area but very comfortable and light. Fit true to size.",Perfect for the gym,1489536000
3,TRUE,"03 15, 2017",A3LBTMJ453T4W6,B0092UF54A,MSM,"Meh, felt very comfortable but provided no support. Seem like a good option for walking around in the summer but not for aerobics or lateral movements",Meh,1489536000
5,TRUE,"03 15, 2017",A2NBGWZH3VC2EW,B0092UF54A,Kathy,Love these! Super light and comfortable!,Five Stars,1489536000
5,TRUE,"03 14, 2017",A3B5TYITM5FKRO,B0092UF54A,Jonika R.,Loved the products and services!!,Five Stars,1489449600
5,TRUE,"03 13, 2017",A2O3GSYI4B5Z9H,B0092UF54A,Letitia C,It's hard to find a lightweight athletic shoe with a wide toe box. This shoe has that. I am happy with the support for walking and everyday wear. I wouldn't run in them. Now I just have to stock up on as many pair as I can afford before Nike discontinues them :). Don't you hate when that happens?,Hurry before they're gone!,1489363200
5,TRUE,"03 12, 2017",AG1CF6PFNBOQH,B0092UF54A,anat,"The shoes are amazing,very comfortable and fit as expected highly recommended. :)",Amazing,1489276800
5,TRUE,"03 8, 2017",A1LLDHUO4OLXYI,B0092UF54A,mommyof2,Super comfy!!,Five Stars,1488931200
4,TRUE,"03 8, 2017",A37K0VP2H8FKOU,B0092UF54A,Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",Not quite wide enough,1488931200
4,TRUE,"03 8, 2017",A37K0VP2H8FKOU,B0092UF54A,Amazon Customer,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",Not quite wide enough,1488931200
5,TRUE,"03 6, 2017",AZYHPRWLMSY9O,B0092UF54A,Dj Tab,Look great,Five Stars,1488758400
5,FALSE,"02 26, 2017",A1GZ9Z5M3Q4FDK,B0092UF54A,Holly S.,"I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.","Simple look, outstanding comfort!",1488067200
4,TRUE,"02 24, 2017",A3F5015D4BBJM9,B0092UF54A,Hedy,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,My second favorite.,1487894400
5,TRUE,"02 24, 2017",ABKS5CX4GI72B,B0092UF54A,Blue,I love them!,Five Stars,1487894400
4,TRUE,"02 21, 2017",A2A1WECA7Y5UPN,B0092UF54A,Derek,normally Nike fits small so we go up a half size. These actually fit to my wife's appropriate size. So be ware when you order.,Fit to actual size.,1487635200
5,TRUE,"02 21, 2017",A3PRZ9ESGB2KPU,B0092UF54A,kwa,love these shoes. use them to workout inside and to work,Five Stars,1487635200
3,TRUE,"02 16, 2017",A3JGWZXFBDENRB,B0092UF54A,Amazon Customer,"I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.","Too small, flimsy upper",1487203200
5,TRUE,"02 15, 2017",A6BHQ6FNIRI1K,B0092UF54A,Donna Omar,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",Great for kickboxing,1487116800
5,TRUE,"02 13, 2017",A1EE1EP2G0HKQ,B0092UF54A,Deborah Bodiford,They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,These shoes are great for walking - so very comfortable,1486944000
5,TRUE,"02 12, 2017",A2DDYH2QTGQ6FZ,B0092UF54A,gmathil,Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,Good choice for training shoe,1486857600
5,TRUE,"02 11, 2017",A2T47RI1J0I7JM,B0092UF54A,Brooke R,Light weight and comfortable,Five Stars,1486771200
4,TRUE,"02 8, 2017",ABWHIDHK8JSRD,B0092UF54A,ddsmith8,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",They are slightly longer in look then I was would like but I think that is typical of cross trainers,1486512000
4,TRUE,"02 6, 2017",ADUWEIS0CHJV8,B0092UF54A,Julie W.,"Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.",I love them but they are definitely bright orange/coral and not ...,1486339200
2,TRUE,"02 2, 2017",A2JD3RN8JCO62Z,B0092UF54A,Amazon Customer,Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them.,Color was not at all what i expected. It ...,1485993600
5,TRUE,"02 1, 2017",A3BN0MRGRDKM0J,B0092UF54A,j.morris,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,Super cute and on sale!!,1485907200
3,TRUE,"01 31, 2017",AODFGQL9CC7G7,B0092UF54A,ZS87,Squeaky,Three Stars,1485820800
5,TRUE,"01 25, 2017",A13P82MG3XFWV1,B0092UF54A,Amazon Customer,"If you wear Nike on the regular, then you should pretty much know your size. I wear only 7's in Nike, and it fit just as expected. I have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. I have a pair I used mostly for casual wear that have lasted about 5 years. Another pair that I used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). All in all, these shoes are great for me. They're lightweight, and comfortable.",then you should pretty much know your size,1485302400
5,TRUE,"01 22, 2017",A8I41EKH4UI1Y,B0092UF54A,SLM,Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!,Nice Support,1485043200
5,TRUE,"01 20, 2017",ADJRDVMENHF0J,B0092UF54A,Skiman,"Good quality, perfect fit.  It's a Nike!",Good Sneaker,1484870400
5,TRUE,"01 18, 2017",A3QKKFB26AZSMG,B0092UF54A,Susana Ibarra,"Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.",Satisfied,1484697600
2,TRUE,"01 18, 2017",A1IE5BGNY2JTF4,B0092UF54A,Debra A.,"I've always gotten this size in Nike shoes with similar description, but these are too long- at least an inch and 1/2.",Too large,1484697600
5,TRUE,"01 18, 2017",A1F6LKEC43RSZM,B0092UF54A,Tara S.,"Very lightweight. Normal Nike quality. Pink is very bright , colors look great together.",colors look great together.,1484697600
5,TRUE,"01 18, 2017",A3BZKR332FQEP8,B0092UF54A,Amazon Customer,Love them!!,Five Stars,1484697600
4,TRUE,"01 18, 2017",ARY4E7Y947T9P,B0092UF54A,Kindle Customer,"Arrived on time. I probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if I wear thick socks they are fine. Also, they can sometimes make a very annoying squeaky noise when I run on certain surfaces so I'm trying to get them worn in. Over-all, I am satisfied with my purchase!",but if I wear thick socks they are fine. Also,1484697600
1,TRUE,"01 15, 2017",A8DR2Z71DERN0,B0092UF54A,Dawn Rosa,After less than a week the sole ripped off on the outside of the shoe,Poor quality for Nike,1484438400
4,TRUE,"01 13, 2017",A3RP2S6J4VUA7D,B0092UF54A,Amazon Customer,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on.,04-May,1484265600
5,TRUE,"01 12, 2017",A34NDY5V71MVJ6,B0092UF54A,Bpiq,"I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",LOVE!,1484179200
5,TRUE,"01 12, 2017",A2AXI9WHORKU6X,B0092UF54A,J. Spatsie,Cute and comfortable,Five Stars,1484179200
5,TRUE,"01 10, 2017",AOYR5V85UYA8O,B0092UF54A,Amazon Customer,Very comfortable.,Five Stars,1484006400
5,TRUE,"01 7, 2017",A38Z4KJHHVY0AU,B0092UF54A,Amazon Customer,"Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.",Correct size,1483747200
5,TRUE,"01 7, 2017",A1WK3VVSUB1FY7,B0092UF54A,STACEY,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym,1483747200
4,TRUE,"01 6, 2017",A3KWGJH9EBRLE8,B0092UF54A,Amazon Customer,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable.,... opened the box to see the color is exactly like the image shows,1483660800
1,TRUE,"01 4, 2017",A199ICSPL9EXJ5,B0092UF54A,KaDecha Richardson,"Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!",I ordered the Nike Women's Flex Supreme TR3 instead and love them!,1483488000
5,TRUE,"01 4, 2017",A11D8CLU9H24YK,B0092UF54A,Wendy L. Brady,"wow these are the most comfortable, light weight shoes. I love them!!",so light & comfortable!,1483488000
5,TRUE,"01 1, 2017",A3A90ECS7ALV4T,B0092UF54A,marysaw,love the lightweight and the fit,Five Stars,1483228800
5,TRUE,"01 1, 2017",A1LLX8PMQSAUHT,B0092UF54A,teco,"fits perfect, my daughter loves them",Five Stars,1483228800
5,TRUE,"12 31, 2016",A62VUJ6MUZU6M,B0092UF54A,sultari,"Finally, after trying about 10 pairs of Nike's, these were a perfect fit.  They are light and very comfortable, I really just forget about my feet when I'm wearing them.",these were a perfect fit. They are light and very comfortable,1483142400
5,TRUE,"12 29, 2016",A37RTXMIC21YOH,B0092UF54A,R Hyden,Came quick and my daughter LOVES them,Five Stars,1482969600
5,TRUE,"12 29, 2016",A2JMHGCCBZPYP4,B0092UF54A,Amazon Customer,Great Gift - she loved it!  It's a nice shoe!,Five Stars,1482969600
5,TRUE,"12 28, 2016",A29KOO6WMPLGOQ,B0092UF54A,Amazon Customer,Perfect!,Just what I wanted!,1482883200
5,TRUE,"12 28, 2016",A3LWEZO2OWFJX5,B0092UF54A,B.G. - Iliinois,"Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.",Bought these for my daughter and she loves them. ...,1482883200
5,TRUE,"12 27, 2016",A1IR4GED6BXNSR,B0092UF54A,M. Ridgell,Great product and fast shipping!,Five Stars,1482796800
2,TRUE,"12 25, 2016",A9MNC403IAKFS,B0092UF54A,caridad Hidalgo,"Tried one in the store and bought it online but it was a different  kind of shoe . Too big , different fit !",Tried one in the store and bought it online but ...,1482624000
5,TRUE,"12 23, 2016",ASEXDKPTYY14D,B0092UF54A,Tomoe,"I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.",I had the older generation of this shoe that survived ...,1482451200
5,TRUE,"12 22, 2016",AEHOCC2S72M38,B0092UF54A,Amazon Customer,This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!,Five Stars,1482364800
2,TRUE,"12 16, 2016",A1R7S4XNZLSLBH,B0092UF54A,Wollstonecraft,I returned these as they were not true to size. They ran large.,Not true to size,1481846400
1,TRUE,"12 15, 2016",A3PTZ7IHGU9BA8,B0092UF54A,Amazon Customer,wrong shoes,One Star,1481760000
5,TRUE,"12 12, 2016",AZ7P3NH09B66S,B0092UF54A,Cotton,There very nice,Nice,1481500800
5,TRUE,"12 12, 2016",A37OEAOYVLKYC,B0092UF54A,Lisa (Hartford CT),"I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.",Great,1481500800
4,TRUE,"12 8, 2016",A1QGX3IWOHIZYA,B0092UF54A,Jenny Jones,Just too big otherwise I liked them!,Four Stars,1481155200
4,TRUE,"12 4, 2016",A1DF4MM3K93J0W,B0092UF54A,Andrea Valdez,Comfortable shoe.  I would buy again,Four Stars,1480809600
4,TRUE,"12 2, 2016",A2VMKNYTJ973O3,B0092UF54A,Amazon Customer,Light weight and comfortable.,Four Stars,1480636800
5,TRUE,"12 2, 2016",A1OZMZ4FLR5UPW,B0092UF54A,Deborah M. Klein,Fit my size perfectly and very comfortable!,Five Stars,1480636800
5,TRUE,"12 1, 2016",A3G2IEH99QRNYP,B0092UF54A,Heather,Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,Five Stars,1480550400
5,TRUE,"11 28, 2016",A9E07GS8ZV3ON,B0092UF54A,Kindle Customer,Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,Five Stars,1480291200
5,TRUE,"11 27, 2016",ACDIEMICS7XGC,B0092UF54A,Shopping Queen,"Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them,1480204800
5,TRUE,"11 23, 2016",A1223JGQ0GRSPT,B0092UF54A,CStaples,Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile,1479859200
4,FALSE,"11 21, 2016",AUDAQGK21DH1Z,B0092UF54A,Yusra,"i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D",very comfortable but limited use,1479686400
4,TRUE,"11 16, 2016",ATSUXY7ASCGPY,B0092UF54A,Lara Miller,Not a lot of arch support but really lightweight.,Four Stars,1479254400
5,TRUE,"11 16, 2016",AY6GA8WZR3JKV,B0092UF54A,Amazon Customer,EXCELLENT,Five Stars,1479254400
3,TRUE,"11 14, 2016",A1NBH6OGAD3BSK,B0092UF54A,Khs,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,1479081600
5,TRUE,"11 11, 2016",A3DIMXA53RL7P,B0092UF54A,B Savage,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,1478822400
4,TRUE,"11 11, 2016",A2RI4IA5982B8I,B0092UF54A,Wejdan Turkistani,Light-weight comfy shoes.,Four Stars,1478822400
5,TRUE,"11 9, 2016",A1EWNWTJPKEO4Z,B0092UF54A,Amazon Customer,Tried a lot of shoes for cross training and these were the best!,... of shoes for cross training and these were the best!,1478649600
4,TRUE,"11 8, 2016",AXKDU1CHG7Y4,B0092UF54A,Lauren Nielsen,"Wish they had a little more support/cushion, but I love everything else about them!","Overall, a grwat shoe.",1478563200
5,TRUE,"11 7, 2016",A2FCRNY9C46Q4H,B0092UF54A,Darlene Christ,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,1478476800
3,TRUE,"11 6, 2016",AJWSFNS4F87M6,B0092UF54A,Yraida V.,After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,They feel good but I will not recommended if you need Wide ...,1478390400
3,TRUE,"10 30, 2016",A2KGKIJ528667I,B0092UF54A,EdTheTalkingHorse,"I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.",Get a half-size or more larger than usual.,1477785600
5,TRUE,"10 29, 2016",A2CP5A30XO5JUO,B0092UF54A,Aaron O.,Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training,1477699200
3,TRUE,"10 26, 2016",A6IYTCB1PQ6NR,B0092UF54A,TAL,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Not as expected,1477440000
5,TRUE,"10 25, 2016",A3CXL2P49AQQRH,B0092UF54A,Sofiya kantor,Really comfortable and very cute.,Five Stars,1477353600
5,FALSE,"10 24, 2016",A1TEBP1FCCJW5V,B0092UF54A,Amazon Customer,These shoes are great.  This is the second pair that I have purchased and I love them.,Really Comfortable Shoes,1477267200
5,TRUE,"10 24, 2016",AD7ZF3D5JH9HL,B0092UF54A,Vickie Hairston,Fit to size. Comfortable,Five Stars,1477267200
5,TRUE,"10 19, 2016",A2HL6AXS8GU07F,B0092UF54A,Amazon Customer,Picky daughter actually loves them.,Worth it.,1476835200
5,TRUE,"10 17, 2016",A3GJ2XW7W3VC5L,B0092UF54A,Meredith P,Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!,Great sneakers!,1476662400
5,TRUE,"10 15, 2016",A1X1ZJUOWLSFPG,B0092UF54A,Gayla F. Frazier,Most comfortable training shoes I've worn in a long time.,Lightweight yet supportive,1476489600
4,TRUE,"10 11, 2016",A2QVLSH9P0BFA6,B0092UF54A,KayH,"I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.",but like them so far,1476144000
3,TRUE,"10 9, 2016",A17SQ5GHL7FCTZ,B0092UF54A,Beverly Neal,I got a hot spot on the bottom of my foot the first day I wore them.,Great red color,1475971200
4,TRUE,"10 5, 2016",A2JYB3OMH5QEBV,B0092UF54A,Noreen A. Murray,"Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :)",they'll work great!: ),1475625600
3,TRUE,"10 1, 2016",A717DJ1DZRTC5,B0092UF54A,JMcQ,Not a fan. Shoes looked great but too narrow for most feet.,Shoes looked great but too narrow for most feet,1475280000
5,TRUE,"09 26, 2016",A2NKNE9SV2KIN2,B0092UF54A,Reka,"I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!",I love these shoes,1474848000
5,TRUE,"09 23, 2016",AZ3KLARHNWMNZ,B0092UF54A,PomeLo,fits perfect,Five Stars,1474588800
5,TRUE,"09 18, 2016",A218T4MO2D9DF3,B0092UF54A,Amazon Customer,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches,1474156800
1,TRUE,"09 12, 2016",A39XW67H6XEUOJ,B0092UF54A,Kris L. Brown,"Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.",Did not fit my feet,1473638400
1,TRUE,"09 11, 2016",A3SM5XENOINDNH,B0092UF54A,Marielys Rodrguez,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.,Poor Quality. Don't buy.,1473552000
5,TRUE,"09 9, 2016",AMDBCZOTA9PVG,B0092UF54A,Megan,Fit like gloves to my feet! Perfect for workouts.,Five Stars,1473379200
4,TRUE,"09 6, 2016",AIIPH3GX5LWS0,B0092UF54A,Sophie G,"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)",Does the job!,1473120000
4,TRUE,"09 2, 2016",ASOSP4VAUDB7I,B0092UF54A,Amazon Customer,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,I liked these shoes a lot,1472774400
5,TRUE,"08 29, 2016",A11JLWK8H96AU,B0092UF54A,Amazon Customer,Love them !!!,Five Stars,1472428800
5,TRUE,"08 27, 2016",AC5WLG32YTU5K,B0092UF54A,Amazon Customer,I love these shoes! Great arch support and perfect for cardio.,Five Stars,1472256000
5,TRUE,"08 27, 2016",A2MIBT81MX859C,B0092UF54A,Amazon Customer,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,1472256000
3,TRUE,"08 26, 2016",A2YPMEQ0QQ2I50,B0092UF54A,Amazon Customer,"These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.",Unnacceptable. Zero support,1472169600
5,TRUE,"08 23, 2016",A12LDKOWDBPQTC,B0092UF54A,Marci,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!,1471910400
5,TRUE,"08 20, 2016",A2S1234WV0NH27,B0092UF54A,Sonj,"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.",Simply Supreme.,1471651200
5,TRUE,"08 15, 2016",A3R2PQ01UGPDOX,B0092UF54A,Michelle,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",Soooo comfortable.....,1471219200
5,TRUE,"08 15, 2016",AV2MXVWMTERBK,B0092UF54A,Katherine M.,Great shoes. Lightweight and comfortable,Five Stars,1471219200
5,TRUE,"08 14, 2016",A2UE1H1A7NH56P,B0092UF54A,K. Towler,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,BEST SHOES EVER!,1471132800
